env,method,B,tau,rho,lambda1,lambda2,F1_mean,F1_std,accuracy_mean,recall_mean,worst_R_mean,worst_R_std,GRS_wj,GRS_ta,BRA,TD,rules_mean,E_CR_mean,E_CR_std
CartPole-v1,tuned_merge_A,10,0.5,0.8,0.6,0.4,0.7602,0.09141627863788812,0.7602,0.7602,0.60888,0.21415282767220234,0.22414670434873052,0.532067716234383,0.7050133333333334,0.05223262597621396,8.5,120.024,80.82328219022041
CartPole-v1,tuned_merge_B,5,0.7,0.9,0.5,0.5,0.5710799999999999,0.10336963577376096,0.5710799999999999,0.5710799999999999,0.1748,0.21928976264294692,0.07286229731181407,0.1941269841269841,0.4714311111111111,0.05152274241103138,1.9,43.18,48.75428514500033
