env,method,B,tau,rho,lambda1,lambda2,F1_mean,F1_std,accuracy_mean,recall_mean,worst_R_mean,worst_R_std,GRS_wj,GRS_ta,BRA,TD,rules_mean,E_CR_mean,E_CR_std
MountainCar-v0,tuned_merge,5,0.7,0.9,0.6,0.4,0.7680439105681807,0.017412386452348366,0.8795399999999999,0.6816381842518201,0.2857142857142857,0.0,0.8762558920145622,0.8528878528878532,0.9448888888888887,0.00038000292442421713,11.4,-166.026,17.35725565865756
