env,method,B,tau,rho,lambda1,lambda2,F1_mean,F1_std,accuracy_mean,recall_mean,worst_R_mean,worst_R_std,GRS_wj,GRS_ta,BRA,TD,rules_mean,E_CR_mean,E_CR_std
LunarLander-v3,tuned_merge_A,5,0.7,0.9,0.6,0.4,0.5930887619989385,0.08455516946372528,0.6281000000000001,0.5623580587232543,0.2925077404970166,0.13639403216074616,0.15337718831195338,0.3628282924112176,0.6383688888888889,0.03439950841240623,16.9,-413.9544796761087,180.65635804120035
LunarLander-v3,tuned_merge_B,5,0.7,0.9,0.5,0.5,0.6030774683551823,0.08395743981190003,0.64092,0.5703588245236092,0.2784236466542097,0.16117559900262504,0.1485458769238592,0.3641156957839945,0.6528666666666668,0.03439950841240623,18.9,-428.3996049869108,173.69293429346965
