env,method,config,f1_mean,f1_std,GRS_wj,GRS_ta,BRA,worst_action_recall_mean,n_rules_mean
MountainCar-v0,CBS,baseline,0.7822369626718554,0.025219018624629976,0.8226008564184635,0.8447058823529412,0.9845600000000001,0.22857142857142856,13.4
MountainCar-v0,B3_consensus,baseline,0.7598160121283617,0.01883509263289738,0.8790516639067654,0.841025641025641,0.93736,0.2857142857142857,11.0
MountainCar-v0,B3_vote,baseline,0.7922225093425063,0.004736675745065614,,,0.9883599999999999,0.2857142857142857,13.0
MountainCar-v0,soft_support,lB0.0_smhard_sgoff,0.7598160121283617,0.01883509263289738,0.8790516639067654,0.841025641025641,0.93736,0.2857142857142857,11.0
